Feeder,,,Tablet Press,,
16/01/2018 03:43,%RH,36.5,16/01/2018 03:45,%RH,12.429
16/01/2018 03:58,%RH,35.187,16/01/2018 04:00,%RH,11.725
16/01/2018 04:13,%RH,34.528,16/01/2018 04:15,%RH,11.725
16/01/2018 04:28,%RH,34.528,16/01/2018 04:30,%RH,11.725
16/01/2018 04:43,%RH,34.528,16/01/2018 04:45,%RH,11.725
16/01/2018 04:58,%RH,34.528,16/01/2018 05:00,%RH,11.725
16/01/2018 05:13,%RH,35.187,16/01/2018 05:15,%RH,11.725
16/01/2018 05:28,%RH,34.528,16/01/2018 05:30,%RH,11.725
16/01/2018 05:43,%RH,34.528,16/01/2018 05:45,%RH,11.02
16/01/2018 05:58,%RH,34.528,16/01/2018 06:00,%RH,11.725
16/01/2018 06:13,%RH,35.187,16/01/2018 06:15,%RH,11.725
16/01/2018 06:28,%RH,35.187,16/01/2018 06:30,%RH,12.429
16/01/2018 06:43,%RH,35.187,16/01/2018 06:45,%RH,11.725
16/01/2018 06:58,%RH,36.5,16/01/2018 07:00,%RH,12.429
16/01/2018 07:13,%RH,37.154,16/01/2018 07:15,%RH,12.429
16/01/2018 07:28,%RH,36.5,16/01/2018 07:30,%RH,12.429
16/01/2018 07:43,%RH,34.528,16/01/2018 07:45,%RH,11.725
16/01/2018 07:58,%RH,35.187,16/01/2018 08:00,%RH,11.725
16/01/2018 08:13,%RH,35.187,16/01/2018 08:15,%RH,12.429
16/01/2018 08:28,%RH,35.844,16/01/2018 08:30,%RH,12.429
16/01/2018 08:43,%RH,35.844,16/01/2018 08:45,%RH,13.131
16/01/2018 08:58,%RH,35.844,16/01/2018 09:00,%RH,12.429
16/01/2018 09:13,%RH,35.187,16/01/2018 09:15,%RH,13.131
16/01/2018 09:28,%RH,35.844,16/01/2018 09:30,%RH,11.725
16/01/2018 09:43,%RH,35.187,16/01/2018 09:45,%RH,13.131
16/01/2018 09:58,%RH,35.187,16/01/2018 10:00,%RH,12.429
16/01/2018 10:13,%RH,35.844,16/01/2018 10:15,%RH,11.725
16/01/2018 10:28,%RH,35.187,16/01/2018 10:30,%RH,11.725
16/01/2018 10:43,%RH,34.528,16/01/2018 10:45,%RH,12.429
16/01/2018 10:58,%RH,33.867,16/01/2018 11:00,%RH,12.429
16/01/2018 11:13,%RH,35.187,16/01/2018 11:15,%RH,12.429
16/01/2018 11:28,%RH,34.528,16/01/2018 11:30,%RH,11.725
16/01/2018 11:43,%RH,33.205,16/01/2018 11:45,%RH,12.429
16/01/2018 11:58,%RH,34.528,16/01/2018 12:00,%RH,12.429
16/01/2018 12:13,%RH,33.867,16/01/2018 12:15,%RH,11.02
16/01/2018 12:28,%RH,34.528,16/01/2018 12:30,%RH,11.725
16/01/2018 12:43,%RH,35.187,16/01/2018 12:45,%RH,11.725
16/01/2018 12:58,%RH,33.867,16/01/2018 13:00,%RH,11.725
16/01/2018 13:13,%RH,33.205,16/01/2018 13:15,%RH,11.725
16/01/2018 13:28,%RH,33.867,16/01/2018 13:30,%RH,11.725
16/01/2018 13:43,%RH,33.205,16/01/2018 13:45,%RH,11.725
16/01/2018 13:58,%RH,32.541,16/01/2018 14:00,%RH,11.725
16/01/2018 14:13,%RH,32.541,16/01/2018 14:15,%RH,11.02
16/01/2018 14:28,%RH,31.208,16/01/2018 14:30,%RH,11.725
16/01/2018 14:43,%RH,31.876,16/01/2018 14:45,%RH,11.02
16/01/2018 14:58,%RH,32.541,16/01/2018 15:00,%RH,11.725
16/01/2018 15:13,%RH,33.205,16/01/2018 15:15,%RH,11.02
16/01/2018 15:28,%RH,32.541,16/01/2018 15:30,%RH,11.725
16/01/2018 15:43,%RH,32.541,16/01/2018 15:45,%RH,11.02
16/01/2018 15:58,%RH,31.876,16/01/2018 16:00,%RH,11.725
16/01/2018 16:13,%RH,31.876,16/01/2018 16:15,%RH,11.02
16/01/2018 16:28,%RH,31.876,16/01/2018 16:30,%RH,10.314
16/01/2018 16:43,%RH,31.208,16/01/2018 16:45,%RH,10.314
16/01/2018 16:58,%RH,32.541,16/01/2018 17:00,%RH,11.02
16/01/2018 17:13,%RH,31.876,16/01/2018 17:15,%RH,11.02
16/01/2018 17:28,%RH,31.208,16/01/2018 17:30,%RH,10.314
16/01/2018 17:43,%RH,32.541,16/01/2018 17:45,%RH,9.606
16/01/2018 17:58,%RH,31.876,16/01/2018 18:00,%RH,10.314
16/01/2018 18:13,%RH,31.208,16/01/2018 18:15,%RH,10.314
16/01/2018 18:28,%RH,31.876,16/01/2018 18:30,%RH,10.314
16/01/2018 18:43,%RH,31.208,16/01/2018 18:45,%RH,10.314
16/01/2018 18:58,%RH,31.876,16/01/2018 19:00,%RH,10.314
16/01/2018 19:13,%RH,31.876,16/01/2018 19:15,%RH,10.314
16/01/2018 19:28,%RH,31.208,16/01/2018 19:30,%RH,9.606
16/01/2018 19:43,%RH,30.54,16/01/2018 19:45,%RH,9.606
16/01/2018 19:58,%RH,30.54,16/01/2018 20:00,%RH,9.606
16/01/2018 20:13,%RH,30.54,16/01/2018 20:15,%RH,9.606
16/01/2018 20:28,%RH,30.54,16/01/2018 20:30,%RH,9.606
16/01/2018 20:43,%RH,31.208,16/01/2018 20:45,%RH,9.606
16/01/2018 20:58,%RH,30.54,16/01/2018 21:00,%RH,9.606
16/01/2018 21:13,%RH,30.54,16/01/2018 21:15,%RH,10.314
16/01/2018 21:28,%RH,30.54,16/01/2018 21:30,%RH,9.606
16/01/2018 21:43,%RH,31.208,16/01/2018 21:45,%RH,8.896
16/01/2018 21:58,%RH,31.208,16/01/2018 22:00,%RH,8.896
16/01/2018 22:13,%RH,30.54,16/01/2018 22:15,%RH,9.606
16/01/2018 22:28,%RH,29.197,16/01/2018 22:30,%RH,8.896
16/01/2018 22:43,%RH,29.869,16/01/2018 22:45,%RH,9.606
16/01/2018 22:58,%RH,29.197,16/01/2018 23:00,%RH,9.606
16/01/2018 23:13,%RH,29.869,16/01/2018 23:15,%RH,9.606
16/01/2018 23:28,%RH,29.197,16/01/2018 23:30,%RH,8.896
16/01/2018 23:43,%RH,29.869,16/01/2018 23:45,%RH,8.896
16/01/2018 23:58,%RH,29.197,17/01/2018 00:00,%RH,9.606
17/01/2018 00:13,%RH,29.869,17/01/2018 00:15,%RH,9.606
17/01/2018 00:28,%RH,29.869,17/01/2018 00:30,%RH,9.606
17/01/2018 00:43,%RH,29.197,17/01/2018 00:45,%RH,8.896
17/01/2018 00:58,%RH,29.869,17/01/2018 01:00,%RH,8.896
17/01/2018 01:13,%RH,29.869,17/01/2018 01:15,%RH,8.896
17/01/2018 01:28,%RH,30.54,17/01/2018 01:30,%RH,8.896
17/01/2018 01:43,%RH,29.869,17/01/2018 01:45,%RH,8.896
17/01/2018 01:58,%RH,30.54,17/01/2018 02:00,%RH,8.185
17/01/2018 02:13,%RH,29.869,17/01/2018 02:15,%RH,9.606
17/01/2018 02:28,%RH,30.54,17/01/2018 02:30,%RH,8.896
17/01/2018 02:43,%RH,29.869,17/01/2018 02:45,%RH,8.185
17/01/2018 02:58,%RH,29.869,17/01/2018 03:00,%RH,8.185
17/01/2018 03:13,%RH,29.869,17/01/2018 03:15,%RH,9.606
17/01/2018 03:28,%RH,29.197,17/01/2018 03:30,%RH,8.896
17/01/2018 03:43,%RH,29.197,17/01/2018 03:45,%RH,8.896
17/01/2018 03:58,%RH,29.197,17/01/2018 04:00,%RH,9.606
17/01/2018 04:13,%RH,29.869,17/01/2018 04:15,%RH,8.896
17/01/2018 04:28,%RH,30.54,17/01/2018 04:30,%RH,9.606
17/01/2018 04:43,%RH,30.54,17/01/2018 04:45,%RH,8.896
17/01/2018 04:58,%RH,29.869,17/01/2018 05:00,%RH,8.185
17/01/2018 05:13,%RH,30.54,17/01/2018 05:15,%RH,8.896
17/01/2018 05:28,%RH,29.197,17/01/2018 05:30,%RH,8.896
17/01/2018 05:43,%RH,29.197,17/01/2018 05:45,%RH,8.896
17/01/2018 05:58,%RH,29.869,17/01/2018 06:00,%RH,8.896
17/01/2018 06:13,%RH,29.869,17/01/2018 06:15,%RH,8.896
17/01/2018 06:28,%RH,29.869,17/01/2018 06:30,%RH,8.896
17/01/2018 06:43,%RH,30.54,17/01/2018 06:45,%RH,8.896
17/01/2018 06:58,%RH,30.54,17/01/2018 07:00,%RH,8.896
17/01/2018 07:13,%RH,29.869,17/01/2018 07:15,%RH,9.606
17/01/2018 07:28,%RH,31.208,17/01/2018 07:30,%RH,8.896
17/01/2018 07:43,%RH,29.197,17/01/2018 07:45,%RH,10.314
17/01/2018 07:58,%RH,30.54,17/01/2018 08:00,%RH,9.606
17/01/2018 08:13,%RH,29.869,17/01/2018 08:15,%RH,9.606
17/01/2018 08:28,%RH,29.197,17/01/2018 08:30,%RH,9.606
17/01/2018 08:43,%RH,29.869,17/01/2018 08:45,%RH,8.896
17/01/2018 08:58,%RH,29.869,17/01/2018 09:00,%RH,8.896
17/01/2018 09:13,%RH,29.869,17/01/2018 09:15,%RH,9.606
17/01/2018 09:28,%RH,29.869,17/01/2018 09:30,%RH,9.606
17/01/2018 09:43,%RH,29.869,17/01/2018 09:45,%RH,9.606
17/01/2018 09:58,%RH,29.869,17/01/2018 10:00,%RH,8.896
17/01/2018 10:13,%RH,29.869,17/01/2018 10:15,%RH,8.896
17/01/2018 10:28,%RH,29.869,17/01/2018 10:30,%RH,11.02
17/01/2018 10:43,%RH,29.869,17/01/2018 10:45,%RH,9.606
17/01/2018 10:58,%RH,31.208,17/01/2018 11:00,%RH,10.314
